rank,attack_id,attack_vector,final_score,threat_grade,Public Internet / Edge multiplier,Public Internet / Edge grade,Identity / IAM multiplier,Identity / IAM grade,Cloud Control Plane multiplier,Cloud Control Plane grade,SaaS / Office / Email multiplier,SaaS / Office / Email grade,Network / Perimeter multiplier,Network / Perimeter grade,Server / Workload multiplier,Server / Workload grade,Data / Storage multiplier,Data / Storage grade,Endpoint / User multiplier,Endpoint / User grade,Containers / Kubernetes multiplier,Containers / Kubernetes grade,ESXi / Hypervisor multiplier,ESXi / Hypervisor grade,Mobile multiplier,Mobile grade,ICS / OT multiplier,ICS / OT grade
343,T1602.001,SNMP (MIB Dump),4.63,Medium High,1.21,High,1.0,Not Material,1.0,Not Material,1.056,Low,1.238,High,1.154,Moderate,1.175,Moderate,1.09,Low,1.0,Not Material,1.0,Not Material,1.036,Low,1.0,Not Material
344,T1557.003,DHCP Spoofing,4.63,Medium High,1.123,Moderate,1.228,High,1.0,Not Material,1.14,Moderate,1.238,High,1.121,Moderate,1.175,Moderate,1.075,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
345,T1499.001,OS Exhaustion Flood,4.63,Medium High,1.07,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.238,High,1.22,High,1.087,Low,1.105,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
346,T1083,File and Directory Discovery,4.17,Medium High,1.087,Low,1.123,Moderate,1.064,Low,1.0,Not Material,1.188,Moderate,1.176,Moderate,1.137,Moderate,1.105,Low,1.0,Not Material,1.304,High,1.036,Low,1.0,Not Material
347,T1057,Process Discovery,4.17,Medium High,1.087,Low,1.0,Not Material,1.176,Moderate,1.0,Not Material,1.238,High,1.176,Moderate,1.137,Moderate,1.105,Low,1.0,Not Material,1.304,High,1.036,Low,1.0,Not Material
348,T1016,System Network Configuration Discovery,4.17,Medium High,1.087,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.188,Moderate,1.209,Moderate,1.0,Not Material,1.105,Low,1.0,Not Material,1.304,High,1.036,Low,1.0,Not Material
349,T1518.001,Security Software Discovery,4.17,Medium High,1.087,Low,1.0,Not Material,1.32,Severe,1.0,Not Material,1.0,Not Material,1.176,Moderate,1.0,Not Material,1.135,Moderate,1.022,Low,1.048,Low,1.0,Not Material,1.0,Not Material
350,T1680,Local Storage Discovery,4.17,Medium High,1.087,Low,1.28,High,1.32,Severe,1.084,Low,1.075,Low,1.176,Moderate,1.137,Moderate,1.105,Low,1.022,Low,1.304,High,1.0,Not Material,1.0,Not Material
351,T1049,System Network Connections Discovery,4.17,Medium High,1.157,Moderate,1.0,Not Material,1.272,High,1.0,Not Material,1.188,Moderate,1.209,Moderate,1.0,Not Material,1.105,Low,1.022,Low,1.304,High,1.036,Low,1.0,Not Material
352,T1036.004,Masquerade Task or Service,4.17,Medium High,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.176,Moderate,1.0,Not Material,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
353,T1055,Process Injection,4.17,Medium High,1.0,Not Material,1.105,Low,1.0,Not Material,1.0,Not Material,1.075,Low,1.165,Moderate,1.087,Low,1.135,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
354,T1566.002,Spearphishing Link,4.17,Medium High,1.35,Severe,1.35,Severe,1.32,Severe,1.28,High,1.188,Moderate,1.154,Moderate,1.05,Low,1.135,Moderate,1.022,Low,1.0,Not Material,1.036,Low,1.0,Not Material
355,T1497.001,System Checks,4.17,Medium High,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.125,Moderate,1.176,Moderate,1.0,Not Material,1.15,Moderate,1.0,Not Material,1.16,Moderate,1.036,Low,1.0,Not Material
356,T1055.001,Dynamic-link Library Injection,4.17,Medium High,1.0,Not Material,1.105,Low,1.064,Low,1.0,Not Material,1.075,Low,1.198,Moderate,1.05,Low,1.135,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
357,T1046,Network Service Discovery,4.17,Medium High,1.21,High,1.0,Not Material,1.272,High,1.0,Not Material,1.238,High,1.209,Moderate,1.0,Not Material,1.105,Low,1.22,High,1.0,Not Material,1.036,Low,1.0,Not Material
358,T1027.010,Command Obfuscation,4.17,Medium High,1.087,Low,1.123,Moderate,1.0,Not Material,1.098,Low,1.05,Low,1.176,Moderate,1.0,Not Material,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
359,T1087.001,Local Account,4.17,Medium High,1.0,Not Material,1.28,High,1.0,Not Material,1.084,Low,1.0,Not Material,1.176,Moderate,1.087,Low,1.105,Low,1.0,Not Material,1.304,High,1.0,Not Material,1.0,Not Material
360,T1564.001,Hidden Files and Directories,4.17,Medium High,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.075,Low,1.176,Moderate,1.137,Moderate,1.135,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
361,T1087.002,Domain Account,4.17,Medium High,1.07,Low,1.193,Moderate,1.0,Not Material,1.0,Not Material,1.188,Moderate,1.176,Moderate,1.0,Not Material,1.105,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
362,T1120,Peripheral Device Discovery,4.17,Medium High,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.125,Moderate,1.121,Moderate,1.175,Moderate,1.105,Low,1.0,Not Material,1.0,Not Material,1.036,Low,1.0,Not Material
363,T1115,Clipboard Data,4.17,Medium High,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.056,Low,1.0,Not Material,1.176,Moderate,1.225,High,1.105,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
364,T1218.010,Regsvr32,4.17,Medium High,1.157,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.188,Moderate,1.209,Moderate,1.0,Not Material,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
365,T1620,Reflective Code Loading,4.17,Medium High,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.176,Moderate,1.137,Moderate,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.113,Moderate
366,T1482,Domain Trust Discovery,4.17,Medium High,1.0,Not Material,1.35,Severe,1.064,Low,1.0,Not Material,1.05,Low,1.176,Moderate,1.0,Not Material,1.105,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
367,T1014,Rootkit,4.17,Medium High,1.0,Not Material,1.0,Not Material,1.064,Low,1.0,Not Material,1.075,Low,1.176,Moderate,1.137,Moderate,1.15,Moderate,1.0,Not Material,1.112,Moderate,1.0,Not Material,1.0,Not Material
368,T1547.009,Shortcut Modification,4.17,Medium High,1.087,Low,1.105,Low,1.0,Not Material,1.154,Moderate,1.0,Not Material,1.198,Moderate,1.137,Moderate,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
369,T1218.007,Msiexec,4.17,Medium High,1.07,Low,1.123,Moderate,1.0,Not Material,1.0,Not Material,1.188,Moderate,1.176,Moderate,1.05,Low,1.135,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
370,T1218.005,Mshta,4.17,Medium High,1.157,Moderate,1.123,Moderate,1.0,Not Material,1.056,Low,1.188,Moderate,1.176,Moderate,1.137,Moderate,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
371,T1614,System Location Discovery,4.17,Medium High,1.157,Moderate,1.0,Not Material,1.32,Severe,1.0,Not Material,1.188,Moderate,1.176,Moderate,1.087,Low,1.105,Low,1.022,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material
372,T1217,Browser Information Discovery,4.17,Medium High,1.0,Not Material,1.123,Moderate,1.0,Not Material,1.056,Low,1.075,Low,1.176,Moderate,1.225,High,1.105,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
373,T1016.001,Internet Connection Discovery,4.17,Medium High,1.157,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.188,Moderate,1.176,Moderate,1.0,Not Material,1.135,Moderate,1.0,Not Material,1.304,High,1.0,Not Material,1.0,Not Material
374,T1030,Data Transfer Size Limits,4.17,Medium High,1.07,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.188,Moderate,1.066,Low,1.225,High,1.067,Low,1.0,Not Material,1.304,High,1.0,Not Material,1.0,Not Material
375,T1552.004,Private Keys,4.17,Medium High,1.14,Moderate,1.228,High,1.0,Not Material,1.154,Moderate,1.238,High,1.209,Moderate,1.225,High,1.105,Low,1.0,Not Material,1.0,Not Material,1.036,Low,1.0,Not Material
376,T1686.003,Windows Host Firewall,4.17,Medium High,1.123,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.238,High,1.209,Moderate,1.05,Low,1.135,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
377,T1197,BITS Jobs,4.17,Medium High,1.07,Low,1.105,Low,1.0,Not Material,1.0,Not Material,1.238,High,1.22,High,1.137,Moderate,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
378,T1543.002,Systemd Service,4.17,Medium High,1.0,Not Material,1.105,Low,1.0,Not Material,1.0,Not Material,1.05,Low,1.22,High,1.137,Moderate,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
379,T1087.003,Email Account,4.17,Medium High,1.157,Moderate,1.28,High,1.0,Not Material,1.28,High,1.0,Not Material,1.176,Moderate,1.0,Not Material,1.105,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
380,T1566,Phishing,4.17,Medium High,1.35,Severe,1.35,Severe,1.32,Severe,1.28,High,1.0,Not Material,1.209,Moderate,1.225,High,1.135,Moderate,1.022,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material
381,T1574,Hijack Execution Flow,4.17,Medium High,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.22,High,1.087,Low,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
382,T1087,Account Discovery,4.17,Medium High,1.175,Moderate,1.28,High,1.32,Severe,1.28,High,1.0,Not Material,1.176,Moderate,1.137,Moderate,1.135,Moderate,1.022,Low,1.304,High,1.0,Not Material,1.0,Not Material
383,T1497.002,User Activity Based Checks,4.17,Medium High,1.0,Not Material,1.157,Moderate,1.0,Not Material,1.056,Low,1.0,Not Material,1.176,Moderate,1.137,Moderate,1.15,Moderate,1.0,Not Material,1.16,Moderate,1.0,Not Material,1.0,Not Material
384,T1201,Password Policy Discovery,4.17,Medium High,1.087,Low,1.28,High,1.32,Severe,1.28,High,1.188,Moderate,1.176,Moderate,1.0,Not Material,1.105,Low,1.022,Low,1.0,Not Material,1.036,Low,1.0,Not Material
385,T1218.004,InstallUtil,4.17,Medium High,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.075,Low,1.176,Moderate,1.087,Low,1.135,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
386,T1553.004,Install Root Certificate,4.17,Medium High,1.087,Low,1.123,Moderate,1.0,Not Material,1.056,Low,1.0,Not Material,1.209,Moderate,1.175,Moderate,1.135,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
387,T1195.001,Compromise Software Dependencies and Development Tools,4.17,Medium High,1.21,High,1.228,High,1.0,Not Material,1.056,Low,1.188,Moderate,1.121,Moderate,1.225,High,1.135,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
388,T1195,Supply Chain Compromise,4.17,Medium High,1.298,High,1.263,High,1.272,High,1.182,Moderate,1.188,Moderate,1.121,Moderate,1.175,Moderate,1.105,Low,1.022,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material
389,T1070.005,Network Share Connection Removal,4.17,Medium High,1.07,Low,1.157,Moderate,1.0,Not Material,1.0,Not Material,1.188,Moderate,1.176,Moderate,1.0,Not Material,1.135,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
390,T1610,Deploy Container,4.17,Medium High,1.157,Moderate,1.0,Not Material,1.272,High,1.084,Low,1.188,Moderate,1.22,High,1.0,Not Material,1.12,Moderate,1.22,High,1.0,Not Material,1.0,Not Material,1.0,Not Material
391,T1218.003,CMSTP,4.17,Medium High,1.07,Low,1.123,Moderate,1.0,Not Material,1.0,Not Material,1.188,Moderate,1.209,Moderate,1.137,Moderate,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
392,T1204,User Execution,4.17,Medium High,1.245,High,1.0,Not Material,1.32,Severe,1.238,High,1.238,High,1.198,Moderate,1.087,Low,1.15,Moderate,1.22,High,1.0,Not Material,1.0,Not Material,1.0,Not Material
393,T1137.006,Add-ins,4.17,Medium High,1.157,Moderate,1.263,High,1.0,Not Material,1.28,High,1.0,Not Material,1.22,High,1.087,Low,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
394,T1070.008,Clear Mailbox Data,4.17,Medium High,1.245,High,1.157,Moderate,1.0,Not Material,1.28,High,1.05,Low,1.176,Moderate,1.175,Moderate,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
395,T1686.002,Network Device Firewall,4.17,Medium High,1.298,High,1.28,High,1.0,Not Material,1.0,Not Material,1.188,Moderate,1.209,Moderate,1.0,Not Material,1.038,Low,1.0,Not Material,1.0,Not Material,1.036,Low,1.0,Not Material
396,T1685.001,Disable or Modify Windows Event Log,4.17,Medium High,1.07,Low,1.123,Moderate,1.0,Not Material,1.084,Low,1.0,Not Material,1.176,Moderate,1.087,Low,1.135,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
397,T1547.006,Kernel Modules and Extensions,4.17,Medium High,1.0,Not Material,1.105,Low,1.0,Not Material,1.0,Not Material,1.075,Low,1.22,High,1.137,Moderate,1.135,Moderate,1.0,Not Material,1.0,Not Material,1.036,Low,1.0,Not Material
398,T1542.001,System Firmware,4.17,Medium High,1.087,Low,1.105,Low,1.0,Not Material,1.0,Not Material,1.188,Moderate,1.198,Moderate,1.087,Low,1.135,Moderate,1.0,Not Material,1.0,Not Material,1.036,Low,1.0,Not Material
399,T1505.004,IIS Components,4.17,Medium High,1.157,Moderate,1.105,Low,1.0,Not Material,1.084,Low,1.125,Moderate,1.22,High,1.137,Moderate,1.135,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
400,T1127.001,MSBuild,4.17,Medium High,1.07,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.188,Moderate,1.165,Moderate,1.137,Moderate,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
401,T1070.007,Clear Network Connection History and Configurations,4.17,Medium High,1.298,High,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.238,High,1.209,Moderate,1.225,High,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.036,Low,1.0,Not Material
402,T1574.012,COR_PROFILER,4.17,Medium High,1.0,Not Material,1.123,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.198,Moderate,1.087,Low,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
403,T1553,Subvert Trust Controls,4.17,Medium High,1.087,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.05,Low,1.176,Moderate,1.087,Low,1.135,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
404,T1218.002,Control Panel,4.17,Medium High,1.087,Low,1.0,Not Material,1.064,Low,1.098,Low,1.125,Moderate,1.176,Moderate,1.137,Moderate,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
405,T1137.004,Outlook Home Page,4.17,Medium High,1.157,Moderate,1.263,High,1.0,Not Material,1.28,High,1.0,Not Material,1.22,High,1.0,Not Material,1.135,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
406,T1685.004,Disable or Modify Linux Audit System Log,4.17,Medium High,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.075,Low,1.176,Moderate,1.137,Moderate,1.105,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
407,T1677,Poisoned Pipeline Execution,4.17,Medium High,1.087,Low,1.28,High,1.32,Severe,1.126,Moderate,1.125,Moderate,1.187,Moderate,1.225,High,1.12,Moderate,1.022,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material
408,T1538,Cloud Service Dashboard,4.17,Medium High,1.157,Moderate,1.28,High,1.32,Severe,1.28,High,1.05,Low,1.121,Moderate,1.175,Moderate,1.067,Low,1.022,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material
409,T1505.002,Transport Agent,4.17,Medium High,1.07,Low,1.105,Low,1.0,Not Material,1.182,Moderate,1.05,Low,1.22,High,1.175,Moderate,1.135,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
410,T1218.015,Electron Applications,4.17,Medium High,1.157,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.188,Moderate,1.176,Moderate,1.087,Low,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
411,T1218.013,Mavinject,4.17,Medium High,1.07,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.238,High,1.176,Moderate,1.087,Low,1.15,Moderate,1.0,Not Material,1.112,Moderate,1.0,Not Material,1.0,Not Material
412,T1218.012,Verclsid,4.17,Medium High,1.07,Low,1.123,Moderate,1.0,Not Material,1.0,Not Material,1.188,Moderate,1.209,Moderate,1.0,Not Material,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
413,T1218.009,Regsvcs/Regasm,4.17,Medium High,1.07,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.188,Moderate,1.176,Moderate,1.087,Low,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
414,T1216.001,PubPrn,4.17,Medium High,1.07,Low,1.193,Moderate,1.0,Not Material,1.0,Not Material,1.238,High,1.209,Moderate,1.05,Low,1.15,Moderate,1.077,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material
415,T1204.003,Malicious Image,4.17,Medium High,1.245,High,1.0,Not Material,1.32,Severe,1.0,Not Material,1.188,Moderate,1.22,High,1.0,Not Material,1.12,Moderate,1.22,High,1.0,Not Material,1.0,Not Material,1.0,Not Material
416,T1137.005,Outlook Rules,4.17,Medium High,1.157,Moderate,1.263,High,1.0,Not Material,1.28,High,1.0,Not Material,1.22,High,1.0,Not Material,1.135,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
417,T1137.003,Outlook Forms,4.17,Medium High,1.157,Moderate,1.263,High,1.0,Not Material,1.28,High,1.0,Not Material,1.22,High,1.0,Not Material,1.135,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
418,T1059.013,Container CLI/API,4.17,Medium High,1.052,Low,1.0,Not Material,1.32,Severe,1.0,Not Material,1.0,Not Material,1.22,High,1.0,Not Material,1.12,Moderate,1.22,High,1.0,Not Material,1.0,Not Material,1.0,Not Material
419,T1027.018,Invisible Unicode,4.17,Medium High,1.21,High,1.0,Not Material,1.0,Not Material,1.098,Low,1.238,High,1.209,Moderate,1.225,High,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
420,T1547.010,Port Monitors,4.17,Medium High,1.0,Not Material,1.105,Low,1.064,Low,1.0,Not Material,1.05,Low,1.22,High,1.087,Low,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
421,T1542,Pre-OS Boot,4.17,Medium High,1.087,Low,1.105,Low,1.0,Not Material,1.0,Not Material,1.188,Moderate,1.22,High,1.175,Moderate,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.036,Low,1.0,Not Material
422,T1505.005,Terminal Services DLL,4.17,Medium High,1.0,Not Material,1.105,Low,1.0,Not Material,1.0,Not Material,1.05,Low,1.22,High,1.087,Low,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.113,Moderate
423,T1485.001,Lifecycle-Triggered Deletion,4.17,Medium High,1.087,Low,1.0,Not Material,1.32,Severe,1.0,Not Material,1.0,Not Material,1.11,Moderate,1.25,High,1.022,Low,1.022,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material
424,T1216,System Script Proxy Execution,4.17,Medium High,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.075,Low,1.176,Moderate,1.137,Moderate,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
425,T1176,Software Extensions,4.17,Medium High,1.21,High,1.105,Low,1.0,Not Material,1.056,Low,1.238,High,1.22,High,1.175,Moderate,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.024,Low,1.0,Not Material
426,T1127,Trusted Developer Utilities Proxy Execution,4.17,Medium High,1.07,Low,1.0,Not Material,1.112,Moderate,1.0,Not Material,1.238,High,1.22,High,1.087,Low,1.135,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
427,T1020.001,Traffic Duplication,4.17,Medium High,1.157,Moderate,1.0,Not Material,1.272,High,1.0,Not Material,1.238,High,1.066,Low,1.225,High,1.022,Low,1.022,Low,1.0,Not Material,1.036,Low,1.0,Not Material
428,T1110,Brute Force,3.75,Medium Low,1.228,High,1.35,Severe,1.32,Severe,1.28,High,1.238,High,1.154,Moderate,1.087,Low,1.067,Low,1.22,High,1.304,High,1.036,Low,1.0,Not Material
429,T1055.012,Process Hollowing,3.47,Medium Low,1.0,Not Material,1.105,Low,1.064,Low,1.0,Not Material,1.0,Not Material,1.165,Moderate,1.087,Low,1.135,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
430,T1685.005,Clear Windows Event Logs,3.47,Medium Low,1.07,Low,1.0,Not Material,1.0,Not Material,1.084,Low,1.0,Not Material,1.176,Moderate,1.137,Moderate,1.105,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
431,T1059,Command and Scripting Interpreter,3.47,Medium Low,1.14,Moderate,1.28,High,1.32,Severe,1.28,High,1.238,High,1.22,High,1.0,Not Material,1.15,Moderate,1.22,High,1.304,High,1.036,Low,1.0,Not Material
432,T1091,Replication Through Removable Media,3.47,Medium Low,1.14,Moderate,1.105,Low,1.112,Moderate,1.056,Low,1.15,Moderate,1.121,Moderate,1.137,Moderate,1.135,Moderate,1.0,Not Material,1.0,Not Material,1.036,Low,1.0,Not Material
433,T1497,Virtualization/Sandbox Evasion,3.47,Medium Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.176,Moderate,1.0,Not Material,1.15,Moderate,1.0,Not Material,1.16,Moderate,1.0,Not Material,1.0,Not Material
