rank,attack_id,attack_vector,final_score,threat_grade,max_edge_case,max_edge_case_multiplier,edge_case_flags,Zero-Day / Unknown Exploit multiplier,Zero-Day / Unknown Exploit grade,Exploit Chain / Multi-Step multiplier,Exploit Chain / Multi-Step grade,Telemetry Gap / Evasion multiplier,Telemetry Gap / Evasion grade,Identity / MFA Bypass multiplier,Identity / MFA Bypass grade,Supply Chain / Trusted Dependency multiplier,Supply Chain / Trusted Dependency grade,Destructive / Ransomware multiplier,Destructive / Ransomware grade,Cloud / SaaS Tenant Blast Radius multiplier,Cloud / SaaS Tenant Blast Radius grade,Living-off-the-Land multiplier,Living-off-the-Land grade,AI-Scaled Social Engineering multiplier,AI-Scaled Social Engineering grade,Insider / Trusted Access multiplier,Insider / Trusted Access grade,Air-Gapped / ICS Safety multiplier,Air-Gapped / ICS Safety grade,Rare but High Impact multiplier,Rare but High Impact grade
291,T1552.008,Chat Messages,9.38,Critical,Identity / MFA Bypass,1.2,Identity / MFA Bypass; Cloud / SaaS Tenant Blast Radius; Exploit Chain / Multi-Step; Insider / Trusted Access; Zero-Day / Unknown Exploit,1.088,Low,1.112,Moderate,1.059,Low,1.2,Moderate,1.0,Not Material,1.0,Not Material,1.18,Moderate,1.038,Low,1.0,Not Material,1.105,Low,1.0,Not Material,1.04,Low
292,T1552.003,Shell History,9.38,Critical,Identity / MFA Bypass,1.15,Identity / MFA Bypass; Insider / Trusted Access; Exploit Chain / Multi-Step; Living-off-the-Land; Destructive / Ransomware; Zero-Day / Unknown Exploit; Rare but High Impact,1.088,Low,1.112,Moderate,1.05,Low,1.15,Moderate,1.0,Not Material,1.099,Low,1.0,Not Material,1.105,Low,1.0,Not Material,1.14,Moderate,1.0,Not Material,1.08,Low
293,T1550.004,Web Session Cookie,9.38,Critical,Identity / MFA Bypass,1.18,Identity / MFA Bypass; Cloud / SaaS Tenant Blast Radius; Exploit Chain / Multi-Step; Insider / Trusted Access,1.044,Low,1.148,Moderate,1.04,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.126,Moderate,1.0,Not Material,1.04,Low
294,T1548.004,Elevated Execution with Prompt,9.38,Critical,Identity / MFA Bypass,1.2,Identity / MFA Bypass; Living-off-the-Land; Exploit Chain / Multi-Step; Telemetry Gap / Evasion; Zero-Day / Unknown Exploit; Rare but High Impact; Insider / Trusted Access; Cloud / SaaS Tenant Blast Radius,1.088,Low,1.112,Moderate,1.09,Low,1.2,Moderate,1.0,Not Material,1.0,Not Material,1.063,Low,1.12,Moderate,1.054,Low,1.07,Low,1.0,Not Material,1.08,Low
295,T1547.014,Active Setup,9.38,Critical,Identity / MFA Bypass,1.2,Identity / MFA Bypass; Living-off-the-Land; Exploit Chain / Multi-Step; Insider / Trusted Access; Zero-Day / Unknown Exploit; Telemetry Gap / Evasion,1.088,Low,1.133,Moderate,1.07,Low,1.2,Moderate,1.036,Low,1.0,Not Material,1.0,Not Material,1.15,Moderate,1.0,Not Material,1.126,Moderate,1.0,Not Material,1.04,Low
296,T1547.002,Authentication Package,9.38,Critical,Living-off-the-Land,1.135,Living-off-the-Land; Exploit Chain / Multi-Step; Identity / MFA Bypass; Supply Chain / Trusted Dependency; Zero-Day / Unknown Exploit,1.088,Low,1.133,Moderate,1.059,Low,1.11,Moderate,1.09,Low,1.0,Not Material,1.0,Not Material,1.135,Moderate,1.0,Not Material,1.035,Low,1.0,Not Material,1.04,Low
297,T1546.013,PowerShell Profile,9.38,Critical,Identity / MFA Bypass,1.15,Identity / MFA Bypass; Living-off-the-Land; Exploit Chain / Multi-Step; Insider / Trusted Access; Zero-Day / Unknown Exploit,1.088,Low,1.133,Moderate,1.034,Low,1.15,Moderate,1.036,Low,1.0,Not Material,1.0,Not Material,1.15,Moderate,1.0,Not Material,1.126,Moderate,1.0,Not Material,1.04,Low
298,T1546.009,AppCert DLLs,9.38,Critical,Identity / MFA Bypass,1.15,Identity / MFA Bypass; Zero-Day / Unknown Exploit; Living-off-the-Land; Exploit Chain / Multi-Step; Insider / Trusted Access,1.143,Moderate,1.133,Moderate,1.04,Low,1.15,Moderate,1.036,Low,1.0,Not Material,1.0,Not Material,1.135,Moderate,1.0,Not Material,1.091,Low,1.0,Not Material,1.04,Low
299,T1546.002,Screensaver,9.38,Critical,Identity / MFA Bypass,1.15,Identity / MFA Bypass; Living-off-the-Land; Exploit Chain / Multi-Step; Zero-Day / Unknown Exploit,1.088,Low,1.133,Moderate,1.059,Low,1.15,Moderate,1.036,Low,1.0,Not Material,1.0,Not Material,1.135,Moderate,1.0,Not Material,1.035,Low,1.0,Not Material,1.04,Low
300,T1212,Exploitation for Credential Access,9.38,Critical,Zero-Day / Unknown Exploit,1.22,Zero-Day / Unknown Exploit; Identity / MFA Bypass; Cloud / SaaS Tenant Blast Radius; Insider / Trusted Access; Exploit Chain / Multi-Step,1.22,High,1.112,Moderate,1.034,Low,1.2,Moderate,1.0,Not Material,1.0,Not Material,1.18,Moderate,1.052,Low,1.054,Low,1.14,Moderate,1.0,Not Material,1.04,Low
301,T1207,Rogue Domain Controller,9.38,Critical,Telemetry Gap / Evasion,1.162,Telemetry Gap / Evasion; Zero-Day / Unknown Exploit; Identity / MFA Bypass; Insider / Trusted Access; Exploit Chain / Multi-Step,1.143,Moderate,1.067,Low,1.162,Moderate,1.14,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.038,Low,1.0,Not Material,1.07,Low,1.0,Not Material,1.0,Not Material
302,T1003.008,/etc/passwd and /etc/shadow,9.38,Critical,Identity / MFA Bypass,1.15,Identity / MFA Bypass; Telemetry Gap / Evasion; Exploit Chain / Multi-Step; Living-off-the-Land; Insider / Trusted Access; Zero-Day / Unknown Exploit,1.088,Low,1.112,Moderate,1.122,Moderate,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.105,Low,1.0,Not Material,1.105,Low,1.0,Not Material,1.04,Low
303,T1671,Cloud Application Integration,9.38,Critical,Identity / MFA Bypass,1.2,Identity / MFA Bypass; Cloud / SaaS Tenant Blast Radius; Telemetry Gap / Evasion; Exploit Chain / Multi-Step; Insider / Trusted Access; Zero-Day / Unknown Exploit; Living-off-the-Land; Destructive / Ransomware,1.088,Low,1.112,Moderate,1.139,Moderate,1.2,Moderate,1.036,Low,1.066,Low,1.18,Moderate,1.067,Low,1.0,Not Material,1.105,Low,1.0,Not Material,1.0,Not Material
304,T1668,Exclusive Control,9.38,Critical,Zero-Day / Unknown Exploit,1.143,Zero-Day / Unknown Exploit; Exploit Chain / Multi-Step; Living-off-the-Land; Identity / MFA Bypass,1.143,Moderate,1.112,Moderate,1.054,Low,1.07,Low,1.036,Low,1.0,Not Material,1.0,Not Material,1.083,Low,1.0,Not Material,1.035,Low,1.0,Not Material,1.0,Not Material
305,T1612,Build Image on Host,9.38,Critical,Cloud / SaaS Tenant Blast Radius,1.144,Cloud / SaaS Tenant Blast Radius; Telemetry Gap / Evasion; Supply Chain / Trusted Dependency; Living-off-the-Land,1.044,Low,1.022,Low,1.113,Moderate,1.0,Not Material,1.09,Low,1.0,Not Material,1.144,Moderate,1.083,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
306,T1564.013,Bind Mounts,9.38,Critical,Telemetry Gap / Evasion,1.171,Telemetry Gap / Evasion; Living-off-the-Land; Zero-Day / Unknown Exploit,1.088,Low,1.022,Low,1.171,Moderate,1.0,Not Material,1.036,Low,1.0,Not Material,1.0,Not Material,1.12,Moderate,1.0,Not Material,1.035,Low,1.0,Not Material,1.0,Not Material
307,T1564.007,VBA Stomping,9.38,Critical,Telemetry Gap / Evasion,1.171,Telemetry Gap / Evasion; Zero-Day / Unknown Exploit; Living-off-the-Land,1.088,Low,1.022,Low,1.171,Moderate,1.0,Not Material,1.036,Low,1.0,Not Material,1.036,Low,1.083,Low,1.0,Not Material,1.035,Low,1.0,Not Material,1.0,Not Material
308,T1556.005,Reversible Encryption,9.38,Critical,Identity / MFA Bypass,1.2,Identity / MFA Bypass; Telemetry Gap / Evasion; Exploit Chain / Multi-Step; Living-off-the-Land; Insider / Trusted Access; Destructive / Ransomware; Zero-Day / Unknown Exploit,1.088,Low,1.153,Moderate,1.18,Moderate,1.2,Moderate,1.036,Low,1.099,Low,1.0,Not Material,1.135,Moderate,1.0,Not Material,1.105,Low,1.0,Not Material,1.04,Low
309,T1553.003,SIP and Trust Provider Hijacking,9.38,Critical,Telemetry Gap / Evasion,1.18,Telemetry Gap / Evasion; Living-off-the-Land; Supply Chain / Trusted Dependency; Zero-Day / Unknown Exploit,1.088,Low,1.022,Low,1.18,Moderate,1.0,Not Material,1.135,Moderate,1.0,Not Material,1.0,Not Material,1.142,Moderate,1.0,Not Material,1.035,Low,1.0,Not Material,1.0,Not Material
310,T1548.005,Temporary Elevated Cloud Access,9.38,Critical,Identity / MFA Bypass,1.2,Identity / MFA Bypass; Cloud / SaaS Tenant Blast Radius; Exploit Chain / Multi-Step; Zero-Day / Unknown Exploit; Insider / Trusted Access; Living-off-the-Land,1.088,Low,1.112,Moderate,1.054,Low,1.2,Moderate,1.0,Not Material,1.0,Not Material,1.18,Moderate,1.067,Low,1.054,Low,1.07,Low,1.0,Not Material,1.04,Low
311,T1547.007,Re-opened Applications,9.38,Critical,Identity / MFA Bypass,1.2,Identity / MFA Bypass; Exploit Chain / Multi-Step; Insider / Trusted Access; Zero-Day / Unknown Exploit; Living-off-the-Land,1.088,Low,1.133,Moderate,1.034,Low,1.2,Moderate,1.036,Low,1.0,Not Material,1.0,Not Material,1.083,Low,1.0,Not Material,1.126,Moderate,1.0,Not Material,1.04,Low
312,T1546.014,Emond,9.38,Critical,Exploit Chain / Multi-Step,1.133,Exploit Chain / Multi-Step; Living-off-the-Land; Identity / MFA Bypass; Zero-Day / Unknown Exploit; Insider / Trusted Access,1.088,Low,1.133,Moderate,1.034,Low,1.11,Moderate,1.036,Low,1.0,Not Material,1.0,Not Material,1.12,Moderate,1.0,Not Material,1.07,Low,1.0,Not Material,1.04,Low
313,T1525,Implant Internal Image,9.38,Critical,Cloud / SaaS Tenant Blast Radius,1.18,Cloud / SaaS Tenant Blast Radius; Supply Chain / Trusted Dependency; Living-off-the-Land; Identity / MFA Bypass; Exploit Chain / Multi-Step,1.044,Low,1.067,Low,1.054,Low,1.07,Low,1.09,Low,1.0,Not Material,1.18,Moderate,1.083,Low,1.0,Not Material,1.035,Low,1.0,Not Material,1.0,Not Material
314,T1053.007,Container Orchestration Job,9.38,Critical,Exploit Chain / Multi-Step,1.153,Exploit Chain / Multi-Step; Cloud / SaaS Tenant Blast Radius; Zero-Day / Unknown Exploit; Supply Chain / Trusted Dependency; Living-off-the-Land; Identity / MFA Bypass,1.11,Moderate,1.153,Moderate,1.04,Low,1.07,Low,1.09,Low,1.0,Not Material,1.144,Moderate,1.083,Low,1.0,Not Material,1.035,Low,1.0,Not Material,1.04,Low
315,T1037.003,Network Logon Script,9.38,Critical,Identity / MFA Bypass,1.15,Identity / MFA Bypass; Exploit Chain / Multi-Step; Living-off-the-Land; Zero-Day / Unknown Exploit; Telemetry Gap / Evasion; Insider / Trusted Access,1.088,Low,1.133,Moderate,1.076,Low,1.15,Moderate,1.036,Low,1.0,Not Material,1.0,Not Material,1.12,Moderate,1.0,Not Material,1.07,Low,1.0,Not Material,1.04,Low
316,T1027.017,SVG Smuggling,9.38,Critical,Living-off-the-Land,1.12,Living-off-the-Land; Telemetry Gap / Evasion; Supply Chain / Trusted Dependency; Zero-Day / Unknown Exploit,1.088,Low,1.022,Low,1.119,Moderate,1.0,Not Material,1.09,Low,1.0,Not Material,1.0,Not Material,1.12,Moderate,1.0,Not Material,1.035,Low,1.0,Not Material,1.0,Not Material
317,T1021.008,Direct Cloud VM Connections,9.38,Critical,Identity / MFA Bypass,1.18,Identity / MFA Bypass; Cloud / SaaS Tenant Blast Radius; Exploit Chain / Multi-Step; Insider / Trusted Access; Living-off-the-Land; Zero-Day / Unknown Exploit,1.088,Low,1.139,Moderate,1.059,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.18,Moderate,1.09,Low,1.0,Not Material,1.126,Moderate,1.0,Not Material,1.04,Low
318,T1082,System Information Discovery,9.0,Critical,Cloud / SaaS Tenant Blast Radius,1.18,Cloud / SaaS Tenant Blast Radius; Living-off-the-Land; Exploit Chain / Multi-Step; Zero-Day / Unknown Exploit,1.088,Low,1.103,Low,1.025,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.18,Moderate,1.105,Low,1.0,Not Material,1.056,Low,1.0,Not Material,1.04,Low
319,T1027.013,Encrypted/Encoded File,9.0,Critical,Telemetry Gap / Evasion,1.178,Telemetry Gap / Evasion; Living-off-the-Land; Zero-Day / Unknown Exploit; Destructive / Ransomware; Identity / MFA Bypass,1.121,Moderate,1.022,Low,1.178,Moderate,1.08,Low,1.036,Low,1.099,Low,1.0,Not Material,1.135,Moderate,1.054,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material
320,T1543.003,Windows Service,9.0,Critical,Zero-Day / Unknown Exploit,1.165,Zero-Day / Unknown Exploit; Living-off-the-Land; Exploit Chain / Multi-Step; Telemetry Gap / Evasion; Identity / MFA Bypass,1.165,Moderate,1.133,Moderate,1.124,Moderate,1.07,Low,1.036,Low,1.0,Not Material,1.0,Not Material,1.15,Moderate,1.0,Not Material,1.035,Low,1.0,Not Material,1.04,Low
321,T1095,Non-Application Layer Protocol,9.0,Critical,Telemetry Gap / Evasion,1.169,Telemetry Gap / Evasion; Zero-Day / Unknown Exploit; Identity / MFA Bypass; Exploit Chain / Multi-Step,1.121,Moderate,1.067,Low,1.169,Moderate,1.08,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.056,Low,1.0,Not Material,1.024,Low
322,T1218.011,Rundll32,9.0,Critical,Living-off-the-Land,1.15,Living-off-the-Land; Zero-Day / Unknown Exploit; Telemetry Gap / Evasion,1.121,Moderate,1.049,Low,1.115,Moderate,1.0,Not Material,1.036,Low,1.0,Not Material,1.0,Not Material,1.15,Moderate,1.0,Not Material,1.035,Low,1.0,Not Material,1.0,Not Material
323,T1124,System Time Discovery,9.0,Critical,Living-off-the-Land,1.105,Living-off-the-Land; Insider / Trusted Access; Zero-Day / Unknown Exploit; Cloud / SaaS Tenant Blast Radius; Identity / MFA Bypass,1.088,Low,1.022,Low,1.025,Low,1.06,Low,1.0,Not Material,1.0,Not Material,1.063,Low,1.105,Low,1.0,Not Material,1.091,Low,1.0,Not Material,1.0,Not Material
324,T1018,Remote System Discovery,9.0,Critical,Insider / Trusted Access,1.091,Insider / Trusted Access; Zero-Day / Unknown Exploit; Exploit Chain / Multi-Step,1.088,Low,1.067,Low,1.025,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.052,Low,1.0,Not Material,1.091,Low,1.0,Not Material,1.0,Not Material
325,T1564.003,Hidden Window,9.0,Critical,Living-off-the-Land,1.15,Living-off-the-Land; Telemetry Gap / Evasion; Insider / Trusted Access; Zero-Day / Unknown Exploit; Supply Chain / Trusted Dependency; Identity / MFA Bypass; Exploit Chain / Multi-Step,1.121,Moderate,1.067,Low,1.142,Moderate,1.08,Low,1.09,Low,1.0,Not Material,1.0,Not Material,1.15,Moderate,1.0,Not Material,1.126,Moderate,1.0,Not Material,1.0,Not Material
326,T1059.004,Unix Shell,9.0,Critical,Zero-Day / Unknown Exploit,1.187,Zero-Day / Unknown Exploit; Identity / MFA Bypass; Living-off-the-Land; Insider / Trusted Access; Exploit Chain / Multi-Step,1.187,Moderate,1.067,Low,1.025,Low,1.14,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.135,Moderate,1.0,Not Material,1.091,Low,1.0,Not Material,1.0,Not Material
327,T1059.006,Python,9.0,Critical,Zero-Day / Unknown Exploit,1.187,Zero-Day / Unknown Exploit; Living-off-the-Land,1.187,Moderate,1.022,Low,1.025,Low,1.0,Not Material,1.054,Low,1.0,Not Material,1.0,Not Material,1.12,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
328,T1008,Fallback Channels,9.0,Critical,Zero-Day / Unknown Exploit,1.121,Zero-Day / Unknown Exploit; Telemetry Gap / Evasion,1.121,Moderate,1.022,Low,1.076,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.024,Low
329,T1190,Exploit Public-Facing Application,9.0,Critical,Zero-Day / Unknown Exploit,1.22,Zero-Day / Unknown Exploit; Cloud / SaaS Tenant Blast Radius; Identity / MFA Bypass; Living-off-the-Land,1.22,High,1.022,Low,1.025,Low,1.11,Moderate,1.036,Low,1.0,Not Material,1.18,Moderate,1.09,Low,1.036,Low,1.035,Low,1.0,Not Material,1.0,Not Material
330,T1518,Software Discovery,9.0,Critical,Zero-Day / Unknown Exploit,1.198,Zero-Day / Unknown Exploit; Cloud / SaaS Tenant Blast Radius; Exploit Chain / Multi-Step,1.198,Moderate,1.067,Low,1.025,Low,1.0,Not Material,1.054,Low,1.0,Not Material,1.18,Moderate,1.052,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
331,T1102,Web Service,9.0,Critical,Telemetry Gap / Evasion,1.169,Telemetry Gap / Evasion; Zero-Day / Unknown Exploit; Destructive / Ransomware; Cloud / SaaS Tenant Blast Radius,1.121,Moderate,1.022,Low,1.169,Moderate,1.0,Not Material,1.0,Not Material,1.099,Low,1.063,Low,1.038,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.024,Low
332,T1189,Drive-by Compromise,9.0,Critical,Zero-Day / Unknown Exploit,1.22,Zero-Day / Unknown Exploit; Identity / MFA Bypass; Cloud / SaaS Tenant Blast Radius; Insider / Trusted Access; Living-off-the-Land; Exploit Chain / Multi-Step; Telemetry Gap / Evasion,1.22,High,1.067,Low,1.061,Low,1.2,Moderate,1.036,Low,1.0,Not Material,1.18,Moderate,1.09,Low,1.036,Low,1.126,Moderate,1.0,Not Material,1.0,Not Material
333,T1102.001,Dead Drop Resolver,9.0,Critical,Telemetry Gap / Evasion,1.169,Telemetry Gap / Evasion; Zero-Day / Unknown Exploit; Destructive / Ransomware,1.121,Moderate,1.022,Low,1.169,Moderate,1.0,Not Material,1.0,Not Material,1.099,Low,1.0,Not Material,1.038,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.024,Low
334,T1020,Automated Exfiltration,8.33,Critical,Zero-Day / Unknown Exploit,1.121,Zero-Day / Unknown Exploit; Destructive / Ransomware; Living-off-the-Land,1.121,Moderate,1.022,Low,1.04,Low,1.0,Not Material,1.0,Not Material,1.121,Moderate,1.0,Not Material,1.09,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
335,T1071.003,Mail Protocols,8.33,Critical,Zero-Day / Unknown Exploit,1.121,Zero-Day / Unknown Exploit,1.121,Moderate,1.022,Low,1.05,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.052,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
336,T1205,Traffic Signaling,8.33,Critical,Exploit Chain / Multi-Step,1.153,Exploit Chain / Multi-Step; Telemetry Gap / Evasion; Zero-Day / Unknown Exploit; Identity / MFA Bypass; Supply Chain / Trusted Dependency; Living-off-the-Land,1.121,Moderate,1.153,Moderate,1.146,Moderate,1.11,Moderate,1.09,Low,1.0,Not Material,1.0,Not Material,1.083,Low,1.0,Not Material,1.035,Low,1.0,Not Material,1.0,Not Material
337,T1029,Scheduled Transfer,8.33,Critical,Zero-Day / Unknown Exploit,1.121,Zero-Day / Unknown Exploit; Destructive / Ransomware; Living-off-the-Land,1.121,Moderate,1.022,Low,1.034,Low,1.0,Not Material,1.0,Not Material,1.121,Moderate,1.0,Not Material,1.09,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
338,T1205.001,Port Knocking,8.33,Critical,Telemetry Gap / Evasion,1.171,Telemetry Gap / Evasion; Exploit Chain / Multi-Step; Zero-Day / Unknown Exploit; Living-off-the-Land; Identity / MFA Bypass,1.088,Low,1.108,Low,1.171,Moderate,1.07,Low,1.036,Low,1.0,Not Material,1.0,Not Material,1.083,Low,1.0,Not Material,1.035,Low,1.0,Not Material,1.0,Not Material
339,T1092,Communication Through Removable Media,8.33,Critical,Zero-Day / Unknown Exploit,1.088,Zero-Day / Unknown Exploit; Air-Gapped / ICS Safety; Exploit Chain / Multi-Step,1.088,Low,1.067,Low,1.04,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.052,Low,1.0,Not Material,1.035,Low,1.07,Low,1.04,Low
340,T1557.004,Evil Twin,8.33,Critical,Identity / MFA Bypass,1.15,Identity / MFA Bypass; Exploit Chain / Multi-Step; Telemetry Gap / Evasion; Zero-Day / Unknown Exploit; Insider / Trusted Access,1.088,Low,1.133,Moderate,1.09,Low,1.15,Moderate,1.054,Low,1.055,Low,1.0,Not Material,1.038,Low,1.0,Not Material,1.07,Low,1.0,Not Material,1.04,Low
341,T1219.001,IDE Tunneling,8.33,Critical,Zero-Day / Unknown Exploit,1.165,Zero-Day / Unknown Exploit; Insider / Trusted Access; Living-off-the-Land; Identity / MFA Bypass; Telemetry Gap / Evasion; Exploit Chain / Multi-Step,1.165,Moderate,1.067,Low,1.076,Low,1.08,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.09,Low,1.0,Not Material,1.091,Low,1.0,Not Material,1.0,Not Material
342,T1071.005,Publish/Subscribe Protocols,8.33,Critical,Zero-Day / Unknown Exploit,1.088,Zero-Day / Unknown Exploit,1.088,Low,1.022,Low,1.05,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.052,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
343,T1602.001,SNMP (MIB Dump),8.33,Critical,Zero-Day / Unknown Exploit,1.165,Zero-Day / Unknown Exploit; Insider / Trusted Access,1.165,Moderate,1.022,Low,1.054,Low,1.0,Not Material,1.054,Low,1.055,Low,1.0,Not Material,1.038,Low,1.0,Not Material,1.07,Low,1.0,Not Material,1.0,Not Material
344,T1557.003,DHCP Spoofing,8.33,Critical,Destructive / Ransomware,1.154,Destructive / Ransomware; Identity / MFA Bypass; Exploit Chain / Multi-Step; Telemetry Gap / Evasion; Zero-Day / Unknown Exploit; Rare but High Impact; Insider / Trusted Access,1.088,Low,1.133,Moderate,1.09,Low,1.15,Moderate,1.0,Not Material,1.154,Moderate,1.0,Not Material,1.038,Low,1.0,Not Material,1.07,Low,1.0,Not Material,1.08,Low
345,T1499.001,OS Exhaustion Flood,8.33,Critical,Destructive / Ransomware,1.099,Destructive / Ransomware; Zero-Day / Unknown Exploit,1.088,Low,1.058,Low,1.034,Low,1.0,Not Material,1.0,Not Material,1.099,Low,1.0,Not Material,1.052,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.04,Low
346,T1083,File and Directory Discovery,7.5,Critical,Living-off-the-Land,1.142,Living-off-the-Land; Exploit Chain / Multi-Step; Insider / Trusted Access; Zero-Day / Unknown Exploit,1.088,Low,1.094,Low,1.034,Low,1.04,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.142,Moderate,1.0,Not Material,1.091,Low,1.0,Not Material,1.04,Low
347,T1057,Process Discovery,7.5,Critical,Living-off-the-Land,1.142,Living-off-the-Land; Insider / Trusted Access; Zero-Day / Unknown Exploit; Cloud / SaaS Tenant Blast Radius,1.088,Low,1.022,Low,1.029,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.063,Low,1.142,Moderate,1.0,Not Material,1.091,Low,1.0,Not Material,1.0,Not Material
348,T1016,System Network Configuration Discovery,7.5,Critical,Living-off-the-Land,1.09,Living-off-the-Land; Zero-Day / Unknown Exploit,1.088,Low,1.022,Low,1.059,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.09,Low,1.0,Not Material,1.056,Low,1.0,Not Material,1.0,Not Material
349,T1518.001,Security Software Discovery,7.5,Critical,Cloud / SaaS Tenant Blast Radius,1.18,Cloud / SaaS Tenant Blast Radius; Living-off-the-Land; Zero-Day / Unknown Exploit,1.088,Low,1.022,Low,1.04,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.18,Moderate,1.09,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
