rank,attack_id,attack_vector,is_subtechnique,parent_id,domains,platforms,tactics,severity_label,groups_count,software_count,total_usage,impact_score,asset_criticality,asset_criticality_reason,exploit_likelihood,exploit_likelihood_reason,detection_confidence,confident_score,bft_vote_proxy,raw_product_score,score_0_10,max_surface,max_surface_multiplier,surface_multiplier_grade,max_edge_case,max_edge_case_multiplier,edge_case_multiplier_grade,edge_case_flags,final_score,threat_grade,recommended_action,auto_containment_allowed,primary_surfaces,related_capec_count,related_capec_ids,related_cwe_count,related_cwe_ids,data_sources,mitigation_ids,mitigations,description
95,T1056.002,GUI Input Capture,True,T1056,enterprise,Linux; macOS; Windows,Collection; Credential Access,High,2,13,15,4,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",1.0,8,2/3 agents agree with correlated evidence proxy,15.0,10,Identity / IAM,1.228,High,Identity / MFA Bypass,1.19,Moderate,Identity / MFA Bypass; Living-off-the-Land; Exploit Chain / Multi-Step; Zero-Day / Unknown Exploit; Telemetry Gap / Evasion; Insider / Trusted Access,10,Critical,Auto-intercept / quarantine via pre-approved playbook,True,Identity / IAM; Data / Storage; SaaS / Office / Email; Server / Workload; Endpoint / User,0,,0,,Command; Process; Script,M1017,User Training,"Adversaries may mimic common operating system GUI components to prompt users for credentials with a seemingly legitimate prompt. When programs are executed that need additional privileges than are present in the current user context, it is common for the operating system to prompt the user for proper credentials to authorize the elevated privileges for the task (ex: Bypass User Account Control). Adversaries may mimic this functionality to prompt users for credentials with a seemingly legitimate..."
96,T1104,Multi-Stage Channels,False,,enterprise,Linux; macOS; Windows; ESXi,Command and Control,High,4,10,14,4,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",1.0,8,2/3 agents agree with correlated evidence proxy,15.0,10,ESXi / Hypervisor,1.304,High,Zero-Day / Unknown Exploit,1.121,Moderate,Zero-Day / Unknown Exploit; Telemetry Gap / Evasion; Living-off-the-Land; Supply Chain / Trusted Dependency; Destructive / Ransomware,10,Critical,Auto-intercept / quarantine via pre-approved playbook,True,ESXi / Hypervisor; Network / Perimeter; Server / Workload; Data / Storage; ICS / OT,0,,0,,Process; Network Traffic,M1031,Network Intrusion Prevention,"Adversaries may create multiple stages for command and control that are employed under different conditions or for certain functions. Use of multiple stages may obfuscate the command and control channel to make detection more difficult. Remote access tools will call back to the first-stage command and control server for instructions. The first stage may have automated capabilities to collect basic host information, update tools, and upload additional files. A second remote access tool (RAT) cou..."
97,T1001,Data Obfuscation,False,,enterprise,ESXi; Linux; macOS; Windows,Command and Control,High,1,13,14,4,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",1.0,8,2/3 agents agree with correlated evidence proxy,15.0,10,ESXi / Hypervisor,1.304,High,Telemetry Gap / Evasion,1.153,Moderate,Telemetry Gap / Evasion; Zero-Day / Unknown Exploit; Destructive / Ransomware; Living-off-the-Land,10,Critical,Auto-intercept / quarantine via pre-approved playbook,True,ESXi / Hypervisor; Network / Perimeter; Server / Workload; Endpoint / User,0,,0,,Network Traffic; Process,M1031,Network Intrusion Prevention,"Adversaries may obfuscate command and control traffic to make it more difficult to detect. Command and control (C2) communications are hidden (but not necessarily encrypted) in an attempt to make the content more difficult to discover or decipher and to make the communication less conspicuous and hide commands from being seen. This encompasses many methods, such as adding junk data to protocol traffic, using steganography, or impersonating legitimate protocols."
98,T1056.004,Credential API Hooking,True,T1056,enterprise,Windows; Linux; macOS,Collection; Credential Access,High,1,11,12,4,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",1.0,8,2/3 agents agree with correlated evidence proxy,15.0,10,Data / Storage,1.25,High,Identity / MFA Bypass,1.19,Moderate,Identity / MFA Bypass; Destructive / Ransomware; Exploit Chain / Multi-Step; Insider / Trusted Access; Zero-Day / Unknown Exploit; Rare but High Impact,10,Critical,Auto-intercept / quarantine via pre-approved playbook,True,Data / Storage; Identity / IAM; Server / Workload; Endpoint / User,1,CAPEC-383,4,CWE-311; CWE-319; CWE-419; CWE-602,Process; Module; File,,,"Adversaries may hook into Windows application programming interface (API) functions and Linux system functions to collect user credentials. Malicious hooking mechanisms may capture API or function calls that include parameters that reveal user authentication credentials. Unlike Keylogging, this technique focuses specifically on API functions that include parameters that reveal user credentials. In Windows, hooking involves redirecting calls to these functions and can be implemented via: * **Hoo..."
99,T1039,Data from Network Shared Drive,False,,enterprise,Linux; macOS; Windows,Collection,High,8,4,12,4,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",1.0,8,2/3 agents agree with correlated evidence proxy,15.0,10,Data / Storage,1.25,High,Destructive / Ransomware,1.121,Moderate,Destructive / Ransomware; Insider / Trusted Access,10,Critical,Auto-intercept / quarantine via pre-approved playbook,True,Data / Storage; Server / Workload; Endpoint / User,1,CAPEC-639,1,CWE-552,File; Drive; Network Share,,,"Adversaries may search network shares on computers they have compromised to find files of interest. Sensitive data can be collected from remote systems via shared network drives (host shared directory, network file server, etc.) that are accessible from the current system prior to Exfiltration. Interactive command shells may be in use, and common functionality within cmd may be used to gather information."
100,T1001.002,Steganography,True,T1001,enterprise,Linux; macOS; Windows; ESXi,Command and Control,High,1,11,12,4,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",1.0,8,2/3 agents agree with correlated evidence proxy,15.0,10,ESXi / Hypervisor,1.304,High,Telemetry Gap / Evasion,1.092,Low,Telemetry Gap / Evasion; Zero-Day / Unknown Exploit,10,Critical,Auto-intercept / quarantine via pre-approved playbook,True,ESXi / Hypervisor; Network / Perimeter; Data / Storage; Server / Workload; Endpoint / User,1,CAPEC-636,1,CWE-506,Network Traffic; Process; File,M1031,Network Intrusion Prevention,"Adversaries may use steganographic techniques to hide command and control traffic to make detection efforts more difficult. Steganographic techniques can be used to hide data in digital messages that are transferred between systems. This hidden information can be used for command and control of compromised systems. In some cases, the passing of files embedded using steganography, such as image or document files, can be used for command and control."
101,T1530,Data from Cloud Storage,False,,enterprise; cloud,IaaS; Office Suite; SaaS,Collection,Medium,5,4,9,4,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",1.0,8,2/3 agents agree with correlated evidence proxy,15.0,10,Cloud Control Plane,1.32,Severe,Identity / MFA Bypass,1.18,Moderate,Identity / MFA Bypass; Cloud / SaaS Tenant Blast Radius; Insider / Trusted Access; Exploit Chain / Multi-Step; Zero-Day / Unknown Exploit,10,Critical,Auto-intercept / quarantine via pre-approved playbook,True,Cloud Control Plane; Identity / IAM; SaaS / Office / Email; Data / Storage; Network / Perimeter,1,CAPEC-150,7,CWE-1239; CWE-1258; CWE-1266; CWE-1272; CWE-1323; CWE-1330; CWE-552,Network Traffic; User Account; Cloud Storage,M1018; M1041; M1022; M1037; M1047; M1032,User Account Management; Encrypt Sensitive Information; Restrict File and Directory Permissions; Filter Network Traffic; Audit; Multi-factor Authentication,"Adversaries may access data from cloud storage. Many IaaS providers offer solutions for online data object storage such as Amazon S3, Azure Storage, and Google Cloud Storage. Similarly, SaaS enterprise platforms such as Office 365 and Google Workspace provide cloud-based document storage to users through services such as OneDrive and Google Drive, while SaaS application providers such as Slack, Confluence, Salesforce, and Dropbox may provide cloud storage solutions as a peripheral or primary us..."
102,T1213.002,Sharepoint,True,T1213,enterprise,Office Suite; Windows,Collection,Medium,7,2,9,4,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",1.0,8,2/3 agents agree with correlated evidence proxy,15.0,10,Identity / IAM,1.28,High,Cloud / SaaS Tenant Blast Radius,1.18,Moderate,Cloud / SaaS Tenant Blast Radius; Identity / MFA Bypass; Insider / Trusted Access; Zero-Day / Unknown Exploit; Exploit Chain / Multi-Step,10,Critical,Auto-intercept / quarantine via pre-approved playbook,True,Identity / IAM; SaaS / Office / Email; Cloud Control Plane; Public Internet / Edge; Server / Workload,0,,0,,Logon Session; Cloud Service; Application Log,M1047; M1018; M1017,Audit; User Account Management; User Training,"Adversaries may leverage the SharePoint repository as a source to mine valuable information. SharePoint will often contain useful information for an adversary to learn about the structure and functionality of the internal network and systems. For example, the following is a list of example information that may hold potential value to an adversary and may also be found on SharePoint: * Policies, procedures, and standards * Physical / logical network diagrams * System architecture diagrams * Tech..."
103,T1102.003,One-Way Communication,True,T1102,enterprise,Linux; macOS; Windows; ESXi,Command and Control,Medium,2,6,8,4,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",1.0,8,2/3 agents agree with correlated evidence proxy,15.0,10,ESXi / Hypervisor,1.304,High,Telemetry Gap / Evasion,1.149,Moderate,Telemetry Gap / Evasion; Destructive / Ransomware; Living-off-the-Land; Zero-Day / Unknown Exploit,10,Critical,Auto-intercept / quarantine via pre-approved playbook,True,ESXi / Hypervisor; Network / Perimeter; Server / Workload; Public Internet / Edge; Endpoint / User,0,,0,,Network Traffic; Process,M1021; M1031,Restrict Web-Based Content; Network Intrusion Prevention,"Adversaries may use an existing, legitimate external Web service as a means for sending commands to a compromised system without receiving return output over the Web service channel. Compromised systems may leverage popular websites and social media to host command and control (C2) instructions. Those infected systems may opt to send the output from those commands back over a different C2 channel, including to another distinct Web service. Alternatively, compromised systems may return no output..."
104,T1557.001,Name Resolution Poisoning and SMB Relay,True,T1557,enterprise,Windows,Credential Access; Collection,Medium,2,5,7,4,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",1.0,8,2/3 agents agree with correlated evidence proxy,15.0,10,Identity / IAM,1.298,High,Identity / MFA Bypass,1.19,Moderate,Identity / MFA Bypass; Exploit Chain / Multi-Step; Living-off-the-Land; Zero-Day / Unknown Exploit; Insider / Trusted Access,10,Critical,Auto-intercept / quarantine via pre-approved playbook,True,Identity / IAM; Network / Perimeter; Server / Workload; Endpoint / User; Public Internet / Edge,0,,0,,Windows Registry; Network Traffic; Service,M1042; M1031; M1030; M1037,Disable or Remove Feature or Program; Network Intrusion Prevention; Network Segmentation; Filter Network Traffic,"By responding to LLMNR/NBT-NS/mDNS network traffic, adversaries may spoof an authoritative source for name resolution to force communication with an adversary controlled system. This activity may be used to collect or relay authentication materials. Link-Local Multicast Name Resolution (LLMNR) and NetBIOS Name Service (NBT-NS) are Microsoft Windows components that serve as alternate methods of host identification. LLMNR is based upon the Domain Name System (DNS) format and allows hosts on the s..."
